Name,Roll Number,Batch,Program,Course ID 1,Course 1,Course ID 2,Course 2,Customised Course ID,Customised Course
Bilal Raza,CT-25279384,2025,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-501,Software Project Management,CT-494,Introduction to Databases
Ayesha Mir,CT-24279385,2024,MS in Data Science,CT-525,Modeling & Simulation,CT-528,Advance Database Techniques,,
Maryam Mir,CT-24279386,2024,MS in Data Science,CT-529,Object Oriented Databases,CT-581,Statistics & Probability for Data Science,CT-493,Data Structure and Algorithm Design
Usman Raza,CT-24279387,2024,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-506,Advanced Analysis of Algorithms,CT-494,Introduction to Databases
Hamza Raza,CT-24279388,2024,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-553,Emerging Trends in Information Security 3,,
Mubashir Mir,CT-25279389,2025,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-590,Data Visualization,CT-494,Introduction to Databases
Amna Mir,CT-24279390,2024,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-575,Cryptography,CT-494,Introduction to Databases
Amna Raza,CT-24279391,2024,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-575,Cryptography,,
Hussain Raza,CT-25279392,2025,MS in Data Science,CT-529,Object Oriented Databases,CT-528,Advance Database Techniques,CT-492,Object Oriented Programming
Dua Khan,CT-25279393,2025,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-530,Data Mining,CT-491,Operating System
Fatima Ahmed,CT-25279394,2025,MS in Data Science,CT-529,Object Oriented Databases,CT-524,Knowledge Based System,CT-493,Data Structure and Algorithm Design
Sara Ahmed,CT-25279395,2025,MS in Data Science,CT-562,Machine Learning,CT-581,Statistics & Probability for Data Science,,
Ayesha Butt,CT-25279396,2025,MS in Data Science,CT-527,Image processing & Computer Vision,CT-529,Object Oriented Databases,CT-493,Data Structure and Algorithm Design
Dua Ahmed,CT-25279397,2025,MS in Data Science,CT-562,Machine Learning,CT-530,Data Mining,CT-492,Object Oriented Programming
Amna Ahmed,CT-24279398,2024,MS in Data Science,CT-527,Image processing & Computer Vision,CT-562,Machine Learning,CT-492,Object Oriented Programming
Ahmed Khan,CT-25279399,2025,MS in Information Security,CT-543,Database Security,CT-551,Fault Tolerance and Reliability,,
Ali Raza,CT-24279400,2024,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-590,Data Visualization,CT-494,Introduction to Databases
Bilal Shah,CT-24279401,2024,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-590,Data Visualization,CT-495,Fundamentals of Remote Sensing and GIS
Hamza Ahmed,CT-24279402,2024,MS in Information Security,CT-509,Distributed Systems,CT-552,Quantum Cryptography,,
Zohaib Raza,CT-24279403,2024,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-523,Fuzzy Control & Neural Networks,,
Usman Siddiqui,CT-24279404,2024,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-523,Fuzzy Control & Neural Networks,CT-491,Operating System
Hussain Raza,CT-24279405,2024,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-5012,Emerging Trends in Remote Sensing & GIS,,
Zohaib Shah,CT-24279406,2024,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-530,Data Mining,,
Usman Khan,CT-24279407,2024,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-523,Fuzzy Control & Neural Networks,CT-494,Introduction to Databases
Usman Shah,CT-24279408,2024,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-528,Advance Database Techniques,CT-493,Data Structure and Algorithm Design
Hassan Mir,CT-25279409,2025,MS in Information Security,CT-542,Information Security Management,CT-507,Wireless and Mobile Communication Networks,CT-493,Data Structure and Algorithm Design
Maryam Ahmed,CT-25279410,2025,MS in Information Security,CT-544,Cyber Crimes and Security,CT-554,Ethical Hacking,CT-493,Data Structure and Algorithm Design
Mubashir Ahmed,CT-24279411,2024,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-506,Advanced Analysis of Algorithms,,
Hassan Ahmed,CT-24279412,2024,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-528,Advance Database Techniques,,
Hamza Raza,CT-25279413,2025,MS in Data Science,CT-530,Data Mining,CT-524,Knowledge Based System,,
Fatima Butt,CT-24279414,2024,MS in Information Security,CT-544,Cyber Crimes and Security,CT-543,Database Security,CT-493,Data Structure and Algorithm Design
Ali Butt,CT-25279415,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-590,Data Visualization,CT-495,Fundamentals of Remote Sensing and GIS
Hassan Mir,CT-24279416,2024,MS in Data Science,CT-527,Image processing & Computer Vision,CT-529,Object Oriented Databases,,
Ahmed Mir,CT-25279417,2025,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Sara Khan,CT-25279418,2025,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-509,Distributed Systems,CT-494,Introduction to Databases
Zain Shah,CT-24279419,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-562,Machine Learning,CT-494,Introduction to Databases
Hamza Khan,CT-24279420,2024,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-516,Multimedia Communications,CT-491,Operating System
Hamza Shah,CT-25279421,2025,MS in Information Security,CT-542,Information Security Management,CT-555,Cloud Security,,
Hussain Shah,CT-25279422,2025,MS in Information Security,CT-509,Distributed Systems,CT-554,Ethical Hacking,,
Maryam Khan,CT-24279423,2024,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-501,Software Project Management,CT-491,Operating System
Maryam Ahmed,CT-24279424,2024,MS in Information Security,CT-544,Cyber Crimes and Security,CT-541,Network Security,CT-493,Data Structure and Algorithm Design
Ayesha Khan,CT-25279425,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-506,Advanced Analysis of Algorithms,,
Ahmed Siddiqui,CT-25279426,2025,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-501,Software Project Management,CT-494,Introduction to Databases
Ahmed Butt,CT-24279427,2024,MS in Data Science,CT-527,Image processing & Computer Vision,CT-530,Data Mining,CT-492,Object Oriented Programming
Usman Mir,CT-25279428,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-513,Quality Information System,,
Hamza Mir,CT-25279429,2025,MS in Information Security,CT-509,Distributed Systems,CT-544,Cyber Crimes and Security,CT-493,Data Structure and Algorithm Design
Ali Ahmed,CT-24279430,2024,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5005,Spatial Decision Support Systems,CT-494,Introduction to Databases
Mubashir Shah,CT-24279431,2024,MS in Data Science,CT-524,Knowledge Based System,CT-521,Distributed Intelligence Systems,CT-492,Object Oriented Programming
Sara Khan,CT-24279432,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-530,Data Mining,CT-495,Fundamentals of Remote Sensing and GIS
Ayesha Khan,CT-25279433,2025,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-506,Advanced Analysis of Algorithms,CT-491,Operating System
Hassan Raza,CT-24279434,2024,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-527,Image processing & Computer Vision,,
Hamza Raza,CT-25279435,2025,MS in Information Security,CT-543,Database Security,CT-575,Cryptography,,
Hussain Ahmed,CT-25279436,2025,MS in Data Science,CT-530,Data Mining,CT-528,Advance Database Techniques,CT-492,Object Oriented Programming
Bilal Shah,CT-25279437,2025,MS in Information Security,CT-544,Cyber Crimes and Security,CT-507,Wireless and Mobile Communication Networks,,
Ayesha Raza,CT-24279438,2024,MS in Data Science,CT-562,Machine Learning,CT-527,Image processing & Computer Vision,CT-492,Object Oriented Programming
Maryam Khan,CT-25279439,2025,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-516,Multimedia Communications,,
Ali Ahmed,CT-24279440,2024,MS in Information Security,CT-544,Cyber Crimes and Security,CT-509,Distributed Systems,CT-494,Introduction to Databases
Zohaib Khan,CT-25279441,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-524,Knowledge Based System,CT-492,Object Oriented Programming
Hussain Khan,CT-24279442,2024,MS in Data Science,CT-562,Machine Learning,CT-559,Artificial Neural Networks,,
Hamza Siddiqui,CT-25279443,2025,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-527,Image processing & Computer Vision,,
Sara Mir,CT-25279444,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5005,Spatial Decision Support Systems,CT-495,Fundamentals of Remote Sensing and GIS
Fatima Raza,CT-25279445,2025,MS in Data Science,CT-530,Data Mining,CT-524,Knowledge Based System,,
Dua Mir,CT-24279446,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-513,Quality Information System,CT-494,Introduction to Databases
Ahmed Khan,CT-25279447,2025,MS in Data Science,CT-562,Machine Learning,CT-528,Advance Database Techniques,,
Hamza Butt,CT-24279448,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-527,Image processing & Computer Vision,CT-494,Introduction to Databases
Fatima Shah,CT-25279449,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-506,Advanced Analysis of Algorithms,CT-494,Introduction to Databases
Zohaib Shah,CT-25279450,2025,MS in Data Science,CT-529,Object Oriented Databases,CT-524,Knowledge Based System,CT-493,Data Structure and Algorithm Design
Hamza Khan,CT-25279451,2025,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-543,Database Security,CT-494,Introduction to Databases
Sara Raza,CT-24279452,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-513,Quality Information System,CT-494,Introduction to Databases
Ali Butt,CT-24279453,2024,MS in Data Science,CT-527,Image processing & Computer Vision,CT-525,Modeling & Simulation,,
Hussain Raza,CT-25279454,2025,MS in Information Security,CT-509,Distributed Systems,CT-553,Emerging Trends in Information Security 3,CT-494,Introduction to Databases
Hamza Khan,CT-24279455,2024,MS in Data Science,CT-530,Data Mining,CT-562,Machine Learning,CT-492,Object Oriented Programming
Maryam Shah,CT-25279456,2025,MS in Data Science,CT-562,Machine Learning,CT-525,Modeling & Simulation,,
Zohaib Shah,CT-24279457,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-512,Principles of Marketing,,
Hussain Siddiqui,CT-25279458,2025,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-5005,Spatial Decision Support Systems,,
Ahmed Khan,CT-25279459,2025,MS in Data Science,CT-524,Knowledge Based System,CT-525,Modeling & Simulation,CT-492,Object Oriented Programming
Amna Khan,CT-24279460,2024,MS in Information Security,CT-541,Network Security,CT-554,Ethical Hacking,,
Zain Mir,CT-25279461,2025,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-5004,Advanced Programming in GIS,,
Maryam Raza,CT-24279462,2024,MS in Information Security,CT-509,Distributed Systems,CT-507,Wireless and Mobile Communication Networks,CT-493,Data Structure and Algorithm Design
Fatima Khan,CT-25279463,2025,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-562,Machine Learning,,
Dua Siddiqui,CT-25279464,2025,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-513,Quality Information System,CT-494,Introduction to Databases
Zohaib Siddiqui,CT-24279465,2024,MS in Data Science,CT-562,Machine Learning,CT-527,Image processing & Computer Vision,CT-493,Data Structure and Algorithm Design
Hamza Siddiqui,CT-24279466,2024,MS in Data Science,CT-562,Machine Learning,CT-529,Object Oriented Databases,,
Maryam Shah,CT-24279467,2024,MS in Information Security,CT-555,Cloud Security,CT-575,Cryptography,,
Mubashir Shah,CT-24279468,2024,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-577,Advanced Theory of Automata,,
Bilal Siddiqui,CT-25279469,2025,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-575,Cryptography,,
Hamza Shah,CT-24279470,2024,MS in Information Security,CT-543,Database Security,CT-552,Quantum Cryptography,CT-493,Data Structure and Algorithm Design
Hussain Shah,CT-25279471,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-529,Object Oriented Databases,CT-492,Object Oriented Programming
Bilal Butt,CT-24279472,2024,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-512,Principles of Marketing,CT-494,Introduction to Databases
Bilal Mir,CT-24279473,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-534,Software Quality Assurance,CT-491,Operating System
Hussain Siddiqui,CT-25279474,2025,MS in Information Security,CT-555,Cloud Security,CT-551,Fault Tolerance and Reliability,CT-494,Introduction to Databases
Maryam Shah,CT-25279475,2025,MS in Information Security,CT-543,Database Security,CT-542,Information Security Management,,
Maryam Raza,CT-25279476,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-581,Statistics & Probability for Data Science,,
Usman Butt,CT-24279477,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-581,Statistics & Probability for Data Science,,
Hassan Khan,CT-25279478,2025,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-501,Software Project Management,CT-491,Operating System
Hassan Khan,CT-24279479,2024,MS in Data Science,CT-559,Artificial Neural Networks,CT-562,Machine Learning,,
Bilal Ahmed,CT-25279480,2025,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-5012,Emerging Trends in Remote Sensing & GIS,CT-495,Fundamentals of Remote Sensing and GIS
Hassan Shah,CT-25279481,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-541,Network Security,CT-494,Introduction to Databases
Hassan Khan,CT-24279482,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-516,Multimedia Communications,CT-491,Operating System
Zain Siddiqui,CT-25279483,2025,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-523,Fuzzy Control & Neural Networks,,
Dua Khan,CT-24279484,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-562,Machine Learning,CT-495,Fundamentals of Remote Sensing and GIS
Ayesha Raza,CT-25279485,2025,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-506,Advanced Analysis of Algorithms,CT-494,Introduction to Databases
Maryam Ahmed,CT-25279486,2025,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-581,Statistics & Probability for Data Science,CT-494,Introduction to Databases
Hussain Shah,CT-24279487,2024,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-512,Principles of Marketing,CT-491,Operating System
Ayesha Butt,CT-25279488,2025,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-562,Machine Learning,,
Hassan Khan,CT-25279489,2025,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-581,Statistics & Probability for Data Science,,
Ayesha Khan,CT-25279490,2025,MS in Information Security,CT-543,Database Security,CT-553,Emerging Trends in Information Security 3,CT-493,Data Structure and Algorithm Design
Ali Siddiqui,CT-25279491,2025,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-581,Statistics & Probability for Data Science,CT-495,Fundamentals of Remote Sensing and GIS
Ahmed Butt,CT-24279492,2024,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-530,Data Mining,CT-494,Introduction to Databases
Hassan Khan,CT-24279493,2024,MS in Computer Science and Information Technology,CT-523,Fuzzy Control & Neural Networks,CT-513,Quality Information System,,
Zohaib Siddiqui,CT-25279494,2025,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-5012,Emerging Trends in Remote Sensing & GIS,,
Fatima Mir,CT-25279495,2025,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-577,Advanced Theory of Automata,CT-494,Introduction to Databases
Sara Shah,CT-24279496,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-562,Machine Learning,,
Usman Butt,CT-24279497,2024,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-526,Logic Programming,,
Ayesha Mir,CT-25279498,2025,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-530,Data Mining,,
Bilal Khan,CT-24279499,2024,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-530,Data Mining,CT-492,Object Oriented Programming
Hussain Siddiqui,CT-24279500,2024,MS in Information Security,CT-554,Ethical Hacking,CT-552,Quantum Cryptography,CT-493,Data Structure and Algorithm Design
Zain Mir,CT-24279501,2024,MS in Information Security,CT-542,Information Security Management,CT-509,Distributed Systems,,
Sara Shah,CT-24279502,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-527,Image processing & Computer Vision,CT-494,Introduction to Databases
Dua Siddiqui,CT-25279503,2025,MS in Data Science,CT-530,Data Mining,CT-527,Image processing & Computer Vision,CT-493,Data Structure and Algorithm Design
Dua Siddiqui,CT-25279504,2025,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-543,Database Security,CT-493,Data Structure and Algorithm Design
Ayesha Shah,CT-24279505,2024,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-553,Emerging Trends in Information Security 3,CT-493,Data Structure and Algorithm Design
Mubashir Raza,CT-25279506,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-527,Image processing & Computer Vision,CT-492,Object Oriented Programming
Dua Ahmed,CT-25279507,2025,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-526,Logic Programming,,
Maryam Mir,CT-24279508,2024,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-5004,Advanced Programming in GIS,,
Dua Khan,CT-25279509,2025,MS in Data Science,CT-559,Artificial Neural Networks,CT-562,Machine Learning,,
Maryam Butt,CT-25279510,2025,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-523,Fuzzy Control & Neural Networks,,
Hamza Siddiqui,CT-24279511,2024,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-516,Multimedia Communications,,
Sara Butt,CT-24279512,2024,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-559,Artificial Neural Networks,CT-492,Object Oriented Programming
Zohaib Ahmed,CT-24279513,2024,MS in Information Security,CT-543,Database Security,CT-555,Cloud Security,CT-494,Introduction to Databases
Ali Mir,CT-25279514,2025,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-523,Fuzzy Control & Neural Networks,,
Hamza Butt,CT-24279515,2024,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-527,Image processing & Computer Vision,,
Bilal Raza,CT-24279516,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-534,Software Quality Assurance,CT-494,Introduction to Databases
Zohaib Raza,CT-25279517,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-512,Principles of Marketing,CT-494,Introduction to Databases
Ali Khan,CT-24279518,2024,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-530,Data Mining,CT-494,Introduction to Databases
Hussain Siddiqui,CT-25279519,2025,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-590,Data Visualization,CT-495,Fundamentals of Remote Sensing and GIS
Hassan Butt,CT-25279520,2025,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-526,Logic Programming,CT-491,Operating System
Dua Siddiqui,CT-25279521,2025,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-512,Principles of Marketing,CT-494,Introduction to Databases
Bilal Shah,CT-25279522,2025,MS in Data Science,CT-524,Knowledge Based System,CT-521,Distributed Intelligence Systems,CT-492,Object Oriented Programming
Sara Butt,CT-24279523,2024,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-5004,Advanced Programming in GIS,,
Hassan Siddiqui,CT-24279524,2024,MS in Information Security,CT-575,Cryptography,CT-509,Distributed Systems,CT-494,Introduction to Databases
Usman Siddiqui,CT-24279525,2024,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-590,Data Visualization,,
Zohaib Raza,CT-24279526,2024,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-544,Cyber Crimes and Security,CT-493,Data Structure and Algorithm Design
Hussain Mir,CT-25279527,2025,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-523,Fuzzy Control & Neural Networks,,
Hamza Mir,CT-24279528,2024,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-534,Software Quality Assurance,CT-494,Introduction to Databases
Ali Ahmed,CT-24279529,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-527,Image processing & Computer Vision,CT-492,Object Oriented Programming
Bilal Ahmed,CT-24279530,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-516,Multimedia Communications,CT-491,Operating System
Hassan Raza,CT-24279531,2024,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-551,Fault Tolerance and Reliability,CT-493,Data Structure and Algorithm Design
Hamza Butt,CT-24279532,2024,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-590,Data Visualization,CT-495,Fundamentals of Remote Sensing and GIS
Hussain Ahmed,CT-24279533,2024,MS in Data Science,CT-524,Knowledge Based System,CT-525,Modeling & Simulation,CT-492,Object Oriented Programming
Bilal Ahmed,CT-25279534,2025,MS in Data Science,CT-527,Image processing & Computer Vision,CT-581,Statistics & Probability for Data Science,CT-492,Object Oriented Programming
Dua Khan,CT-24279535,2024,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-551,Fault Tolerance and Reliability,CT-493,Data Structure and Algorithm Design
Hamza Siddiqui,CT-24279536,2024,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-530,Data Mining,,
Maryam Raza,CT-25279537,2025,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-529,Object Oriented Databases,,
Hamza Shah,CT-24279538,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-577,Advanced Theory of Automata,,
Maryam Mir,CT-25279539,2025,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-5004,Advanced Programming in GIS,,
Usman Mir,CT-24279540,2024,MS in Information Security,CT-543,Database Security,CT-507,Wireless and Mobile Communication Networks,,
Maryam Khan,CT-25279541,2025,MS in Information Security,CT-544,Cyber Crimes and Security,CT-542,Information Security Management,CT-494,Introduction to Databases
Dua Siddiqui,CT-25279542,2025,MS in Data Science,CT-559,Artificial Neural Networks,CT-524,Knowledge Based System,CT-493,Data Structure and Algorithm Design
Fatima Ahmed,CT-25279543,2025,MS in Information Security,CT-542,Information Security Management,CT-551,Fault Tolerance and Reliability,CT-494,Introduction to Databases
Maryam Ahmed,CT-25279544,2025,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-509,Distributed Systems,CT-494,Introduction to Databases
Zohaib Raza,CT-24279545,2024,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-523,Fuzzy Control & Neural Networks,CT-494,Introduction to Databases
Usman Raza,CT-25279546,2025,MS in Data Science,CT-528,Advance Database Techniques,CT-524,Knowledge Based System,CT-492,Object Oriented Programming
Hamza Ahmed,CT-25279547,2025,MS in Data Science,CT-562,Machine Learning,CT-521,Distributed Intelligence Systems,CT-492,Object Oriented Programming
Hamza Siddiqui,CT-25279548,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-521,Distributed Intelligence Systems,,
Mubashir Shah,CT-25279549,2025,MS in Data Science,CT-562,Machine Learning,CT-527,Image processing & Computer Vision,,
Hussain Butt,CT-25279550,2025,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-530,Data Mining,,
Amna Khan,CT-25279551,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-506,Advanced Analysis of Algorithms,CT-494,Introduction to Databases
Ayesha Khan,CT-24279552,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-511,Information System Development Methodologies,,
Mubashir Shah,CT-25279553,2025,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-5005,Spatial Decision Support Systems,CT-494,Introduction to Databases
Hussain Siddiqui,CT-25279554,2025,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-516,Multimedia Communications,,
Hamza Ahmed,CT-24279555,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-530,Data Mining,CT-495,Fundamentals of Remote Sensing and GIS
Hussain Ahmed,CT-24279556,2024,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-553,Emerging Trends in Information Security 3,,
Dua Mir,CT-25279557,2025,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-511,Information System Development Methodologies,,
Maryam Ahmed,CT-25279558,2025,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-551,Fault Tolerance and Reliability,CT-493,Data Structure and Algorithm Design
Zain Butt,CT-24279559,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-501,Software Project Management,CT-494,Introduction to Databases
Hassan Ahmed,CT-24279560,2024,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-5007,Web GIS,CT-495,Fundamentals of Remote Sensing and GIS
Ayesha Khan,CT-24279561,2024,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-526,Logic Programming,CT-491,Operating System
Dua Raza,CT-24279562,2024,MS in Data Science,CT-527,Image processing & Computer Vision,CT-525,Modeling & Simulation,CT-492,Object Oriented Programming
Amna Ahmed,CT-25279563,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5011,GIS for Emergency Management,,
Zain Raza,CT-24279564,2024,MS in Information Security,CT-542,Information Security Management,CT-553,Emerging Trends in Information Security 3,CT-493,Data Structure and Algorithm Design
Ali Khan,CT-25279565,2025,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-5004,Advanced Programming in GIS,CT-495,Fundamentals of Remote Sensing and GIS
Amna Ahmed,CT-25279566,2025,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-562,Machine Learning,CT-495,Fundamentals of Remote Sensing and GIS
Dua Butt,CT-24279567,2024,MS in Data Science,CT-529,Object Oriented Databases,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Dua Ahmed,CT-24279568,2024,MS in Information Security,CT-509,Distributed Systems,CT-553,Emerging Trends in Information Security 3,,
Maryam Butt,CT-24279569,2024,MS in Data Science,CT-529,Object Oriented Databases,CT-559,Artificial Neural Networks,CT-493,Data Structure and Algorithm Design
Usman Mir,CT-25279570,2025,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-523,Fuzzy Control & Neural Networks,,
Hussain Raza,CT-24279571,2024,MS in Data Science,CT-529,Object Oriented Databases,CT-530,Data Mining,CT-493,Data Structure and Algorithm Design
Fatima Butt,CT-25279572,2025,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-501,Software Project Management,,
Amna Ahmed,CT-24279573,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-513,Quality Information System,CT-491,Operating System
Zohaib Butt,CT-24279574,2024,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-5007,Web GIS,,
Hamza Shah,CT-25279575,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-530,Data Mining,,
Zain Ahmed,CT-25279576,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-541,Network Security,CT-494,Introduction to Databases
Zohaib Ahmed,CT-24279577,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-501,Software Project Management,CT-491,Operating System
Ayesha Mir,CT-25279578,2025,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-555,Cloud Security,CT-494,Introduction to Databases
Hassan Ahmed,CT-24279579,2024,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-528,Advance Database Techniques,CT-493,Data Structure and Algorithm Design
